archetype,total_insert_events,total_delete_events,total_copy_events,total_paste_events,avg_paste_length,max_paste_length,paste_to_insert_ratio,undo_events,redo_events,run_compile_events,avg_typing_speed,typing_burst_count,typing_pause_frequency,avg_pause_duration,longest_pause,key_latency_mean,key_latency_variance,paste_after_idle_time,typing_vs_paste_ratio,code_edit_distance,total_code_versions,avg_lines_added_per_revision,avg_lines_removed_per_revision,refactor_frequency,compile_error_count,error_fix_time,code_rewrite_ratio,function_rewrite_count,comment_addition_count,total_prompts_sent,avg_prompt_length,max_prompt_length,prompt_similarity_to_problem,prompt_refinement_count,prompt_entropy,clarification_prompt_ratio,solution_request_ratio,debugging_prompt_ratio,ai_response_acceptance_rate,ai_output_edit_distance,prompt_to_code_latency,session_duration,time_to_first_code,time_to_first_ai_prompt,ai_usage_early_ratio,ai_usage_late_ratio,iteration_cycle_count,avg_cycle_duration,focus_switch_count,browser_to_editor_ratio,idle_ratio
AI-Dependent Constructor,302.0,0.0,6.0,57.0,153.0,373.0,0.7997455465986154,4.0,0.0,7.0,29.2,11.0,13.0,18.5,71.0,804.78,347.307,48.4,0.173,0.237,6.0,19.0,9.0,0.0,3.0,114.4,0.095,0.0,4.0,21.0,5.0,10.0,0.799,1.0,0.574,0.275,0.9187937695468177,0.157,0.866,0.14,5.0,1.0,127.498,151.0,0.803,0.2743438714533006,5.0,203.8,37.0,0.698,0.718
Independent Solver,1588.0,3084.377,0.0,48.522,0.0,0.0,0.03308971861109286,19.0,5.0,18.0,88.2,41.0,46.0,0.5,1.8,136.1,54.2,5.8,10.0,0.407,23.0,8.0,2.0,0.0,5.19,7.5,0.364,3.0,1.0,5.0,12.0,58.096,0.163,0.0,0.214,0.862,0.02936219843727139,0.7500813770359661,0.306,0.238,31.2,3226.0,110.0,6041.431,0.38284103973292066,0.133,1.0,403.2,7.0,0.257,0.234
Structured Collaborator,759.0,349.0,14.0,21.0,47.0,115.0,0.0276,5.0,0.0,15.0,205.941,23.0,21.0,10.5,25.3,188.7,123.3,11.6,3.841,0.861,18.0,21.0,12.0,6.0,7.113,219.27,0.111,1.0,10.0,12.0,17.0,38.0,0.535,5.0,0.493,0.268,0.726,0.149,0.358,0.774,70.0,3208.0,322.0,176.0,0.439,0.298,4.0,641.6,22.0,0.559,0.541
Independent Solver,1157.0,434.0,0.0,17.0,49.35,53.0,0.0147,9.0,1.0,15.0,58.2,28.725,26.0,-3.6,-11.9,206.2,89.3,-21.878,8.495,0.493,14.0,1.0,0.0,9.0,3.0,20.2,0.693,4.0,0.0,0.0,5.0,9.0,0.249,0.0,0.27,0.661,0.258,0.261,0.6579685936467566,0.307,39.583,3127.0,89.0,1535.0,0.045,0.007,1.0,446.7,0.0,0.22,0.259
Iterative Debugger,1424.0,611.0,0.0,6.0,0.0,0.0,0.0042,22.0,5.0,34.0,103.5,73.0,54.715,0.9,5.1,115.9,61.5,-1.7,10.0,0.68,137.097,2.0,0.0,12.0,2.184,22.1,0.532,4.0,0.0,0.0,5.0,13.0,0.024,0.0,0.396,0.771,0.146,0.537,0.102,0.362,6.6,3591.0,146.0,1448.0,0.174,0.347,5.0,598.5,0.0,0.117,0.106
AI-Dependent Constructor,10.0,116.0,4.0,47.0,99.0,335.998,4.2727,0.0,0.0,8.0,34.824,5.0,4.0,17.1,44.5,574.2,117.0,165.422,0.011,0.384,10.0,20.0,10.653,0.0,1.0,88.7,0.197,0.0,1.0,22.0,20.0,52.0,0.486,2.0,0.389,0.25,0.69,0.36,0.861,0.078,11.4,1.0,10.0,133.038,0.663,0.278,8.0,66.7,54.0,0.699,0.647
Prompt Engineer Solver,1379.0,535.0,50.432,26.0,61.0,179.0,0.0188,4.0,1.0,7.0,62.6,47.0,34.0,1.0,4.0,191.7,63.0,10.6,4.345,0.118,6.0,23.0,10.0,0.0,3.0,64.6,0.3193751203826146,2.0,18.024,11.0,59.309,129.0,0.37,5.0,0.497,0.4140082454442571,0.703,0.203,0.692,0.717,95.483,1.0,987.093,324.0,0.351,0.279,1.0,735.0,16.0,0.354,0.3076968467246964
Independent Solver,1878.0,765.0,7.0,2.0,0.0,0.0,0.0011,28.0,3.0,8.742,56.2,60.0,43.0,7.0,28.4,213.5,719.216,3.5,1.0,0.651,15.0,1.0,0.0,8.0,7.0,29.5,0.461,1.685,2.0,0.0,5.0,40.711,0.093,0.0,0.409,0.71,0.267,0.143,0.183,0.243,30.0,3228.0,105.0,7197.188,0.19120839114683058,0.248,11.0,269.0,0.0,0.157,0.18
AI-Dependent Constructor,450.0,0.0,5.0,54.0,185.0,472.0,0.1197,27.298,3.477,12.0,60.5,27.489,41.588,18.5,93.3,198.3,395.13,43.9,0.225,0.449,17.0,19.0,14.0,0.0,2.0,91.8,0.139,0.0,2.0,22.0,44.0,67.0,0.872,0.0,0.209,0.143,0.777,0.281,0.808,0.407,-6.0,728.0,10.0,224.0,0.714,0.386,9.0,72.8,32.0,0.681,0.711
Structured Collaborator,2359.305,302.0,11.0,30.0,47.0,411.653,0.0556,23.822,1.0,2.0,83.9,34.0,28.0,1.0,40.4,143.0,34.8,3.8,1.91,0.386,2.0,14.0,5.0,5.0,0.0,55.9,0.063,0.0,8.0,10.0,30.0,77.0,1.023,5.0,0.234,0.143,0.5183976778533776,0.391,0.537,0.892,74.0,2660.0,347.0,333.0,0.496,0.479,2.0,886.7,22.0,0.434,0.47
Exploratory Learner,1096.0,511.0,0.0,3.0,80.0,124.0,0.0027,23.0,6.0,20.0,71.3,130.986,15.0,0.5,1.6,168.3,71.3,13.6,10.0,0.545,17.0,0.481,0.0,64.045,3.129,-40.932,0.66,4.165,4.0,5.0,10.0,27.0,0.033,0.0,0.958,0.648,0.26,1.0,0.272,0.436,14.8,1.0,128.0,1477.0,0.034,0.246,6.0,561.0,7.0,0.251,0.282
AI-Dependent Constructor,10.0,0.0,1.0,80.645,188.0,306.0,2.2727,5.124,2.0,6.0,28.9,5.0,7.0,1.0,469.342,415.2,313.9,102.887,0.011,0.127,18.821,20.0,5.0,3.0,8.26,88.6,0.181,1.918,0.0,4.247,16.413,24.0,0.565,2.0,0.372,0.254,0.698,0.142,0.692,0.077,8.8,1.0,38.046,16.262,1.0,0.541,4.0,120.0,29.0,0.579,1.0
Independent Solver,1196.0,442.0,5.0,7.0,30.0,58.0,0.0058,28.0,8.0,30.864,77.0,47.0,119.573,-1.0,-8.067,155.8,99.7,11.5,10.0,0.774,23.0,9.0,3.0,6.0,14.408,38.3,0.389,4.0,2.0,2.57,5.0,6.0,0.144,0.0,0.436,0.672,0.3,0.184,0.206,0.279,22.1,3139.0,129.0,1390.0,0.187,0.344,4.0,627.8,1.0,0.265,0.217
Independent Solver,951.0,322.0,18.588,7.0,27.0,35.0,0.0074,23.0,5.0,16.0,105.9,36.716,40.0,8.1,41.6,113.3,77.8,-3.9,10.0,0.463,14.0,34.859,2.0,13.0,4.0,30.2,0.621,3.0,0.0,4.0,14.0,179.976,0.13,0.0,0.45,0.69,0.227,0.269,0.279,0.413,39.6,2839.0,90.0,1507.0,0.30203792119241035,0.278,12.0,218.4,8.0,0.186,1.0
Blind Copier,10.0,72.0,10.0,54.0,325.0,2604.0,4.9091,4.0,1.0,7.0,27.069,5.0,6.0,30.6,71.7,1781.3,167.1,139.714,0.003,0.115,6.0,22.0,55.39,0.0,4.013,87.0,0.067,0.0,0.0,39.095,17.0,33.0,0.915,1.0,0.372,0.114,0.832,0.317,0.935,0.04,1.698,1307.0,10.0,33.0,1.0,0.456,47.0,27.2,40.0,0.7187676122529107,1.0
Iterative Debugger,1108.112,409.0,8.0,20.0,18.0,52.0,0.017,68.48,17.333,119.511,188.557,71.0,93.0,1.8,4.535,123.5,262.62,9.6,10.0,0.575,138.473,7.0,6.0,15.0,10.0,-15.6,0.458,4.0,1.0,0.0,26.0,73.0,0.153,0.0,0.21,0.858,0.083,0.738,0.136,0.277,22.2,3501.0,269.597,1365.0,0.106,0.335,4.0,700.2,0.0,0.5664084654970111,0.253
Structured Collaborator,859.0,270.0,15.0,14.0,78.0,138.0,0.06678850288991256,6.374,0.0,2.0,67.6,26.7,21.0,23.8,484.295,177.5,75.2,24.2,3.93,0.118,2.0,20.0,7.0,5.0,0.0,27.7,0.135,0.0,12.0,10.0,14.0,86.084,0.483,3.0,0.56,0.17,0.802,0.189,0.666,0.746,60.9,1.0,317.0,364.0,0.407,0.276,1.0,1.0,14.0,0.555,0.537
AI-Dependent Constructor,243.0,0.0,5.0,55.0,182.0,445.0,0.2254,7.0,1.0,4.0,9.1,12.0,11.0,18.8,65.9,1318.7,449.2,36.9,0.121,0.114,5.0,15.0,10.0,2.0,0.0,99.0,0.114,0.0,2.0,27.0,18.0,45.0,0.566,0.0,1.17,0.233,1.0,0.122,0.892,0.077,23.3,1123.0,9.267,117.0,1.0,0.288,34.0,32.1,38.0,0.596,0.622
Independent Solver,7173.593,739.0,5.0,0.0,0.0,0.0,0.0,12.0,3.0,10.0,116.0,87.0,186.366,3.8,13.8,103.4,23.7,8.6,10.0,0.643,14.0,4.0,1.0,11.0,5.0,85.735,0.479,5.0,1.0,3.0,15.833,19.0,0.16,0.0,0.231,0.554,0.422,0.266,0.157,0.269,13.5,2231.0,140.0,1483.0,0.194,0.036,2.0,743.7,3.0,0.8591424878862906,0.203
Independent Solver,1379.0,565.0,4.0,6.0,8.0,9.0,0.0043,24.0,6.0,14.916,61.8,60.0,67.0,1.0,8.5,194.2,101.6,-0.6,10.0,0.39,19.0,0.873,0.0,5.0,3.0,46.2,0.688,3.0,4.594,0.0,12.0,25.0,0.035,0.0,0.593,0.808,0.095,0.258,0.365,0.284,7.7,3555.0,25.093,1359.0,0.162,0.07734046790729691,20.0,169.3,0.0,0.175,0.171
Structured Collaborator,433.035,518.0,18.0,28.0,191.629,69.0,0.0255,4.0,2.437,9.0,58.0,53.0,54.0,10.2,55.5,206.9,126.0,21.9,4.263,0.302,7.0,19.0,5.0,3.0,4.0,-6.2,0.138,0.0,8.0,7.0,32.0,87.0,0.416,5.0,0.281,0.223,0.704,0.358,0.477,2.623,158.697,1.0,316.0,202.0,0.506,0.202,1.0,1.0,11.0,0.362,0.369
Prompt Engineer Solver,1250.0,458.0,26.302,41.531,63.771,66.0,0.046920242017670706,18.0,6.0,6.0,44.3,79.0,90.0,14.7,45.3,270.9,119.4,10.7,10.0,0.255,7.0,34.461,10.0,0.0,1.0,46.1,0.12,0.0,8.0,12.0,19.568,109.0,0.382,12.137,0.324,0.173,0.751,0.168,0.644,0.679,63.8,2932.0,240.0,306.0,1.0,0.425,2.0,977.3,19.0,0.437,0.515
AI-Dependent Constructor,10.0,29.0,6.0,93.934,141.0,271.0,3.9091,8.502,0.0,2.0,36.7,20.015,2.0,19.5,110.7,327.0,223.9,31.8,0.031523311175353314,0.15,6.875,19.0,9.0,3.0,0.0,141.1,0.063,0.0,2.0,62.336,19.0,52.0,0.737,0.0,0.332,0.246,0.663,0.356,1.0,0.039,23.1,878.0,55.0,15.0,0.753,0.317,3.0,1.0,53.0,0.537,0.63
Independent Solver,854.0,361.0,0.0,3.0,19.628,115.0,0.0035,22.0,4.0,13.0,85.1,23.0,17.0,-0.8,-3.8,141.0,74.3,1.4,10.0,0.405,65.943,6.0,2.0,8.0,5.0,0.2,0.663,3.0,0.0,0.0,14.0,43.95,0.295,0.0,0.347,0.811,0.112,0.166,-0.027,1.072,29.3,2526.0,148.0,1570.0,0.123,0.332,2.0,1.0,0.0,0.298,0.283
AI-Dependent Constructor,627.344,33.0,0.0,51.0,166.0,372.0,0.2576,13.0,3.0,20.149,28.4,11.0,9.0,27.9,132.1,422.5,318.2,45.1,0.116,0.233,4.0,19.0,5.0,2.0,1.0,118.5,0.195,1.0,1.0,24.0,12.0,32.0,0.765,0.0,0.546,0.4049830645158181,0.798,0.125,0.8765425573916165,0.052,7.7,1.0,197.12,10.0,0.649,0.467,9.0,124.7,45.0,0.561,0.542
Iterative Debugger,1142.0,525.0,0.0,19.0,26.0,164.121,0.0166,19.0,6.0,34.0,95.7,36.0,21.0,0.0,-3.7,125.4,99.85,25.341,10.0,0.497,39.0,11.0,8.0,9.0,15.0,162.262,0.53,4.0,0.0,1.0,5.0,9.0,0.12,0.0,0.555,0.63,0.29,1.0,0.154,0.417,28.2,3477.0,89.0,1458.0,0.037,1.0,5.0,579.5,2.0,0.254,0.239
Structured Collaborator,773.0,1095.183,22.0,19.0,286.514,197.0,0.0245,4.474,0.0,4.0,130.121,21.0,16.0,1.0,21.8,327.0,242.4,12.5,3.034,0.304,5.0,17.0,13.0,0.0,2.0,45.9,0.116,0.0,8.0,12.606,13.355,32.0,1.066,4.0,0.83,0.141,0.778,0.13127676732778581,0.491,0.88,76.9,2891.0,1154.185,422.0,0.449,0.21,1.0,1445.5,112.716,0.459,0.376
AI-Dependent Constructor,25.809,0.0,0.0,40.0,123.0,745.904,1.0,0.0,0.0,3.311,112.243,5.0,5.0,26.2,64.653,282.4,64.4,28.8,0.034010260268429876,0.294,1.0,28.0,25.0,0.0,0.0,88.2,0.079,0.0,4.0,113.089,20.0,84.721,0.588,2.0,0.465,0.193,0.743,0.352,1.0,0.064,29.7,1645.0,10.0,227.0,0.851,0.57,52.0,31.0,56.0,0.723,0.701
AI-Dependent Constructor,30.38,23.0,0.0,128.174,197.0,375.0,4.0909,0.68,0.0,5.0,54.926,5.0,5.0,25.0,102.3,869.6,553.1,34.3,0.006,0.327,4.0,19.0,16.0,2.0,2.0,110.3,0.197,1.605,5.559,21.0,8.0,11.0,0.667,0.0,0.44,0.148,0.807,0.323,0.875,0.058,10.8,1633.0,61.0,36.0,0.9454536052416782,0.454,4.0,326.6,27.0,0.5974789130141277,0.643
Structured Collaborator,10.0,3.495,26.0,38.852,54.0,122.0,2.3636,0.0,0.0,18.066,41.5,5.0,6.0,8.6,48.7,289.2,177.2,12.7,0.036,0.385,7.043,15.0,12.0,3.0,2.0,60.3,0.096,0.0,7.0,13.0,8.0,40.51,0.348,3.0,0.3,0.262,0.691,0.214,0.695,0.845,153.158,2680.0,304.0,375.866,1.0,0.529,1.0,1340.0,27.0,0.545,0.515
AI-Dependent Constructor,258.0,16.0,8.0,47.0,986.91,410.0,0.1815,16.0,1.0,8.0,16.4,12.0,10.0,18.0,94.5,731.7,540.9,41.9,0.126,0.381,9.0,22.0,57.495,0.0,0.0,173.786,0.134,0.0,1.0,24.0,57.663,65.0,1.242,1.0,0.413,0.295,0.4989528527423601,0.373,0.774,0.068,10.1,1313.0,10.0,95.0,0.881,0.334,43.0,29.8,70.841,0.766,0.647
Independent Solver,1274.0,519.0,6.0,2.0,9.0,10.0,0.0016,69.89,5.0,14.0,97.9,43.0,50.0,17.5,58.5,122.6,25.4,-19.5,10.0,0.287,14.0,11.0,9.0,48.483,5.0,51.8,0.457,3.0,3.0,2.0,20.0,169.894,0.189,0.0,0.372,0.509,0.397,0.139,0.284,0.335,46.6,2303.0,122.0,1558.0,0.107,0.287,7.0,287.9,2.0,0.252,0.219
Iterative Debugger,1996.0,776.0,8.0,0.0,29.111,14.0,0.0,18.0,4.0,42.0,64.6,122.0,84.0,1.0,16.1,185.8,235.789,18.6,10.0,0.402,50.0,35.73,16.787,9.0,89.222,12.6,0.456,5.0,9.411,2.0,13.0,22.0,0.318,0.0,0.414,0.75,0.213,1.0,0.5473737905522172,0.279,32.4,2932.0,110.0,1442.0,0.069,0.264,5.0,488.7,2.0,0.105,0.091
Iterative Debugger,1406.0,619.0,0.0,10.0,11.0,23.0,0.0071,21.0,8.0,42.0,76.2,53.0,25.131,11.5,24.9,157.5,73.2,9.261,10.0,0.693,43.0,4.0,2.0,10.0,9.0,53.278,0.323,3.0,1.821,0.0,5.0,14.0,0.251,0.0,0.373,0.787,0.163,0.7,0.2230504605087646,0.452,39.0,3349.0,95.0,1498.0,0.059,0.401,1.0,372.1,0.0,0.228,0.26
Structured Collaborator,389.0,103.0,18.0,23.0,65.671,98.0,0.059,0.0,0.0,3.0,64.1,16.0,9.0,11.7,89.962,187.2,102.0,26.9,1.457,0.155,2.0,17.0,13.0,3.0,1.0,147.423,0.091,0.0,12.0,11.0,28.0,41.0,0.497,3.0,0.409,0.107,0.822,0.121,0.474,0.796,64.5,2443.0,280.0,196.0,0.577,0.473,1.0,1.0,41.894,0.563,0.571
Independent Solver,1195.0,535.0,0.0,2.0,32.025,31.524,0.0017,20.0,6.0,13.0,79.2,69.0,102.0,1.0,15.8,151.5,74.3,24.8,10.0,0.598,14.0,3.0,2.0,8.0,4.0,8.8,0.512,3.0,3.0,1.0,26.672,69.0,-0.057,0.0,0.241,1.0,0.058,0.157,0.206,0.37,18.8,2733.0,179.0,1775.22,0.092,0.481,5.0,455.5,2.0,0.163,0.132
Independent Solver,1835.0,701.0,8.0,11.0,61.0,285.99,0.006,22.602,11.0,8.0,99.6,71.0,95.0,1.0,19.9,120.5,51.4,-5.2,10.0,0.203,23.749,6.0,14.405,8.0,4.0,27.1,0.543,8.398,3.0,2.0,5.0,11.0,-0.033,0.0,0.437,0.6062186732723156,0.099,0.393,0.165,1.626,38.5,2143.0,89.0,1604.0,0.056,0.107,11.0,178.6,4.567,0.149,0.156
Blind Copier,293.0,0.0,8.0,58.0,317.0,2282.0,0.1973,1.0,0.0,4.0,19.6,7.0,7.0,1.0,104.4,612.2,467.3,26.5,0.23015598767618428,0.17,4.0,24.0,14.0,3.0,0.0,61.4,0.11030582046036293,0.0,1.0,27.0,36.0,79.0,0.886,2.0,0.39,0.283,1.0,0.11,0.928,0.077,3.1,933.0,84.0,153.0,1.0,0.395,3.0,233.2,34.0,0.799,0.941
Structured Collaborator,266.0,104.0,15.0,17.0,86.0,687.04,0.0637,3.0,0.0,8.0,68.2,8.0,6.0,10.4,72.543,176.0,129.8,0.7,1.0,0.115,3.15,26.0,18.0,24.525,1.0,31.1,0.085,0.0,12.0,9.0,25.0,56.0,0.4,3.0,1.011,0.103,0.853,0.388,1.0,0.231,69.6,1.0,306.0,350.0,0.454,0.254,1.0,1222.0,13.0,0.499,0.43
Structured Collaborator,2106.974,254.0,16.0,53.906,65.0,171.0,0.047,4.356,0.0,0.972,25.4,17.0,23.0,14.2,201.201,472.4,279.4,25.6,1.634,0.273,1.0,15.0,13.0,6.0,0.0,40.8,0.097,0.0,6.0,13.0,25.0,49.0,0.293,2.515,0.503,0.113,0.795,0.243,0.5380617671678776,0.754,69.9,2160.0,296.0,948.919,0.344,0.268,2.0,720.0,16.0,0.345,0.351
Prompt Engineer Solver,628.0,357.39,12.0,17.0,121.0,271.0,0.027,7.0,0.0,9.0,43.5,17.0,11.0,12.8,17.732,275.9,195.1,10.5,1.526,0.145,10.0,22.0,12.0,0.0,4.0,24.5,0.184,0.0,10.0,36.867,60.0,129.0,0.475,6.0,0.42,0.124,0.7286337463549984,1.0,0.635,0.875,181.82,2538.0,1245.156,370.479,0.383,0.371,1.0,1269.0,16.0,0.432,0.376
Structured Collaborator,950.0,855.754,16.0,17.0,99.0,508.93,0.0179,10.0,1.0,3.0,97.0,11.649,24.0,25.4,110.4,123.7,54.4,54.407,1.0,0.15,2.0,27.0,49.029,0.0,1.0,7.9,0.3747034970574975,0.0,9.0,11.0,16.0,26.0,0.225,5.0,0.319,0.105,0.807,0.273,0.642,0.602,50.7,2699.0,311.0,499.0,0.574,0.358,4.0,539.8,25.0,0.526,0.9822474086721387
Iterative Debugger,4874.152,729.0,2.0,12.0,33.0,43.0,0.0076,27.0,9.0,24.0,61.3,56.588,55.0,1.0,46.2,195.8,206.661,-7.0,10.0,0.687,20.0,10.0,8.0,11.0,9.0,34.4,0.372,3.0,0.0,5.0,14.0,25.0,0.161,0.0,0.301,0.729,0.11892939198588728,0.77,0.225,0.492,145.321,3223.0,659.082,2500.276,0.156,0.144,6.0,1.0,8.0,0.171,0.187
Exploratory Learner,1517.0,662.0,4.0,0.0,1.0,2.0,0.0,10.0,7.871,17.558,95.5,50.0,46.0,1.0,38.2,125.7,41.5,-2.246,1.0,0.712,14.0,1.0,0.0,13.0,4.0,-31.0,0.331,4.0,4.0,6.0,5.0,8.0,0.117,1.0,0.767,0.82,0.148,0.3,0.8373539828674332,0.481,26.5,1.0,155.0,1312.0,0.6381665699458651,0.172,6.0,524.3,10.0,0.24,0.28
Independent Solver,1875.0,799.0,10.0,2.0,0.0,0.0,0.0011,25.0,8.0,9.31,99.7,119.0,444.147,2.9,7.7,120.4,57.9,13.4,1.0,0.92,11.0,10.0,23.876,9.0,4.0,15.3,0.8063940108892,2.0,5.0,4.0,6.598,8.448,-0.18,0.0,0.57,0.579,0.329,0.203,0.17,0.464,202.264,1.0,156.0,1481.0,0.068,0.066,1.0,326.6,5.0,0.19383552369461565,0.278
Blind Copier,642.0,103.0,0.0,49.0,385.0,3820.0,0.02795238919789768,3.0,0.0,7.0,29.7,37.0,20.0,23.4,56.6,404.0,183.2,36.0,0.42615215207585516,0.155,10.0,23.0,4.0,0.0,2.0,341.721,0.104,0.0,1.0,22.0,14.0,38.0,1.182,0.0,0.453,0.296,1.0,0.35,0.812,0.066,13.4,1025.0,46.0,10.0,0.672,0.387,9.0,102.5,44.0,0.722,0.81
Iterative Debugger,1080.0,388.0,1.0,9.0,50.0,124.0,0.0083,20.0,4.0,37.0,64.1,27.0,74.661,4.6,20.1,187.2,77.7,-0.5,10.0,0.631,43.0,9.0,2.0,8.0,4.0,30.1,0.413,4.0,0.0,1.0,21.0,73.437,0.129,0.0,0.548,0.883,0.034,0.413,0.232,1.138,36.3,3392.0,165.0,5847.883,0.091,1.0,4.0,678.4,2.0,0.186,0.218
Structured Collaborator,716.0,294.0,8.0,18.955,94.0,226.0,0.03823609964052354,3.504,1.0,5.0,81.3,30.0,37.0,5.3,86.874,147.6,93.7,32.858,5.432,0.244,4.0,24.0,19.0,0.0,1.21,60.7,0.146,0.0,36.843,13.0,25.0,299.891,0.501,6.0,0.297,0.17,0.4117175696434423,0.265,0.587,0.753,63.2,2616.0,337.0,255.0,0.535,0.589,1.0,654.0,30.0,0.476,0.445
Blind Copier,10.0,86.833,0.0,54.0,381.0,3125.38,4.9091,16.703,2.0,40.702,16.6,5.0,6.0,16.8,61.8,722.9,343.4,33.4,0.002,0.681,17.0,17.0,48.428,0.0,4.0,102.3,0.154,0.0,6.0,21.0,14.0,29.0,0.958,1.0,0.34,0.218,0.781,0.114,1.015,0.02,19.3,1802.0,37.0,107.0,0.726,0.547,5.0,300.3,25.0,0.575,1.0
Independent Solver,1916.0,759.0,6.0,12.0,20.0,31.0,0.0063,22.0,5.0,18.0,102.7,112.0,82.0,1.0,31.93,116.8,121.984,10.972,10.0,0.248,17.978,3.0,0.0,11.0,1.0,16.5,1.0,4.0,0.0,0.0,12.0,52.52,-0.027,0.0,0.323,0.706,0.277,0.3814132589988023,0.6458477878796337,0.449,34.1,2356.0,69.0,1419.0,0.058,1.0,15.0,147.2,0.0,0.17,0.184
Blind Copier,279.0,99.0,9.0,50.038,326.0,1175.0,0.1464,7.0,1.0,7.0,20.6,17.0,14.0,27.6,57.0,582.5,386.2,37.3,0.104,0.238,8.0,27.0,10.0,0.0,2.0,69.5,0.099,0.0,0.0,23.0,19.0,43.0,0.975,0.0,0.2,0.121,0.796,0.133,0.999,0.029,11.5,1007.0,10.0,146.344,0.749,0.26,44.0,22.4,32.0,0.2175531033167111,1.0
Independent Solver,1550.0,555.0,6.0,20.0,23.0,33.0,0.0129,25.0,3.0,17.0,334.183,58.0,79.0,6.1,23.6,146.9,44.6,-1.0,10.0,0.249,17.0,6.0,12.697,13.0,8.0,36.294,0.522,3.0,0.0,15.382,5.0,6.0,0.101,0.0,0.292,0.632,0.316,0.384,0.289,0.416,25.3,2259.0,108.0,5944.608,0.098,0.19766276544394776,5.0,376.5,5.0,0.253,0.298
Independent Solver,1061.0,450.0,5.0,0.0,18.0,53.0,0.0,19.0,4.0,8.0,88.9,33.0,46.0,1.4,7.9,135.0,75.1,-3.9,10.0,0.219,10.0,10.0,3.0,44.228,4.0,30.2,0.9793272674652425,1.0,1.0,1.0,19.904,14.0,0.09,0.0,0.514,0.88,0.075,0.154,0.376,0.267,39.652,2409.0,125.0,1700.0,0.029,0.02,4.0,481.8,1.0,0.111,0.092
Prompt Engineer Solver,1129.0,461.0,9.0,19.0,144.204,116.0,0.0168,12.0,2.0,4.0,81.6,31.0,32.0,14.7,29.7,147.1,73.9,10.6,7.237,0.159,4.0,25.0,11.0,0.0,1.0,55.9,0.14,0.0,38.797,5.0,69.0,626.513,0.375,15.313,0.494,0.25,0.728,0.361,0.661,0.812,61.6,1.0,265.0,844.143,0.13738883743486086,0.569,1.0,502.0,6.0,0.432,0.434
Independent Solver,1577.0,863.519,16.845,16.0,69.0,137.869,0.0101,19.0,7.0,15.0,87.3,99.0,72.0,3.1,8.194,85.489,69.7,21.678,7.136,0.629,15.0,6.0,3.0,4.0,8.223,3.0,0.64,4.0,3.0,3.0,9.0,28.298,0.092,0.0,0.364,1.0,0.6398050572288435,0.242,0.194,0.395,26.4,1.0,100.0,1585.0,0.134,0.22619930158450677,4.0,536.0,4.0,0.19,0.178
Exploratory Learner,1628.0,2075.04,5.0,18.0,0.0,0.0,0.011,15.0,3.0,23.0,75.8,68.0,34.0,5.7,33.2,158.3,112.4,5.2,1.0,0.424,24.0,6.0,3.0,8.0,5.0,21.2,0.44,4.0,3.0,0.0,38.232,17.0,-0.091,1.0,0.744,0.885,0.074,0.231,0.49349641698036073,0.8,46.3,3143.0,130.0,3706.774,0.158,0.354,1.0,449.0,0.0,0.165,0.19
Independent Solver,892.426,873.429,11.0,0.0,23.0,51.0,0.0,21.0,7.0,16.0,66.1,174.907,47.0,1.0,13.421,181.5,74.7,-3.2,10.0,0.485,16.0,1.0,0.0,12.0,3.0,29.4,0.531,5.0,10.551,2.0,5.0,7.0,0.04,0.0,0.566,0.505,1.0,1.0,0.30308000731107587,0.472,26.5,2640.0,115.0,1567.0,0.058,0.075,1.0,377.1,3.0,0.285,0.252
Structured Collaborator,735.0,281.0,9.0,18.0,217.38,119.0,0.011227706766300336,16.0,6.0,9.0,73.3,24.0,18.0,12.5,47.3,163.7,44.8,9.4,1.0,0.358,10.0,10.0,7.0,0.0,0.509,48.9,0.056,0.0,19.966,13.0,38.0,90.0,0.64,15.676,0.513,0.135,0.786,0.137,0.493,0.679,41.047,2287.0,272.0,1679.525,0.525,0.223,1.0,1143.5,31.0,0.416,0.411
Structured Collaborator,451.0,191.0,16.0,22.0,31.0,64.0,0.0487,13.0,4.0,8.0,35.6,14.0,10.0,14.7,20.903,774.97,415.382,19.4,1.0,0.379,9.0,30.276,8.0,1.0,3.0,66.5,0.069,0.0,13.0,14.0,24.397,31.0,0.385,4.0,0.522,0.21138638373002017,0.866,0.159,0.651,0.893,54.5,2207.0,253.0,428.0,0.572,0.483,3.0,551.8,25.0,1.0,0.49
Structured Collaborator,116.0,43.0,19.0,12.0,112.0,191.0,0.1026,3.0,0.0,5.0,29.8,5.0,3.488,5.0,13.1,402.7,203.0,10.8,0.431,0.339,6.0,15.0,13.0,1.498,1.0,39.0,0.155,0.0,8.0,10.0,23.0,63.0,0.234,3.0,0.592,0.276,0.718,0.6799504472828903,1.0,0.685,48.4,2193.0,231.537,243.0,0.531,0.224,1.0,1096.5,19.0,0.335,0.325
AI-Dependent Constructor,10.0,46.0,7.0,51.0,136.0,705.0,4.6364,5.0,1.0,6.0,18.7,5.0,3.0,28.8,112.0,641.7,147.2,191.738,0.007,0.329,8.0,16.0,7.0,0.0,9.103,122.9,0.167,1.0,3.541,24.0,24.0,30.0,0.794,0.0,0.417,0.216,0.768,0.22,0.924,0.048,18.7,1.0,88.503,157.0,0.799,0.234,3.0,1.0,41.0,0.633,0.72
